Date,Rented_Bike_Count,Hour,Temperature_c,Humidity_percent,Wind speed_m_s,Visibility_10m,Dew point temperature_k,Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
24/12/2017,128,18,1.9,82,4.3,699,272.35,0.01,0.5,0,Winter,Holiday,Yes
24/12/2017,132,19,1.1,68,4.4,695,269.05,0,0,0,Winter,Holiday,Yes
24/12/2017,116,20,0.6,67,3.3,506,268.35,0,0,0,Winter,Holiday,Yes
24/12/2017,145,21,0.4,69,3.5,477,268.55,0,0,0,Winter,Holiday,Yes
24/12/2017,110,22,0.2,69,2.7,565,268.35,0,0,0,Winter,Holiday,Yes
24/12/2017,128,23,0,63,3.2,884,266.95,0,0,0,Winter,Holiday,Yes
25/12/2017,160,0,-0.6,64,2.4,1010,266.65,0,0,0,Winter,Holiday,Yes
25/12/2017,132,1,-1.2,57,4.3,1429,264.55,0,0,0,Winter,Holiday,Yes
25/12/2017,115,2,-1.8,53,4.1,1825,263.05,0,0,0,Winter,Holiday,Yes
25/12/2017,100,3,-2.3,52,3.4,1947,262.35,0,0,0,Winter,Holiday,Yes
25/12/2017,72,4,-3,51,3.2,2000,261.45,0,0,0,Winter,Holiday,Yes
25/12/2017,32,5,-3.7,51,2.6,2000,260.85,0,0,0,Winter,Holiday,Yes
25/12/2017,59,6,-4.1,50,3,2000,260.15,0,0,0,Winter,Holiday,Yes
25/12/2017,61,7,-4.6,46,2.8,2000,258.75,0,0,0,Winter,Holiday,Yes
25/12/2017,94,8,-4.9,44,3,2000,257.85,0,0,0,Winter,Holiday,Yes
25/12/2017,107,9,-4.6,40,3.5,2000,257.05,0.18,0,0,Winter,Holiday,Yes
25/12/2017,133,10,-3.7,35,3.7,1937,256.25,0.57,0,0,Winter,Holiday,Yes
25/12/2017,179,11,-2.8,35,2.9,1984,257.05,0.87,0,0,Winter,Holiday,Yes
25/12/2017,221,12,-1.6,33,2.5,1874,257.35,1.18,0,0,Winter,Holiday,Yes
25/12/2017,244,13,-1.5,33,3.8,2000,257.45,1.18,0,0,Winter,Holiday,Yes
25/12/2017,274,14,-0.4,31,2,2000,257.65,1.1,0,0,Winter,Holiday,Yes
25/12/2017,319,15,0.4,28,2.5,2000,257.15,0.9,0,0,Winter,Holiday,Yes
25/12/2017,272,16,0.4,27,2,2000,256.75,0.58,0,0,Winter,Holiday,Yes
25/12/2017,260,17,-0.7,29,2,2000,256.65,0.21,0,0,Winter,Holiday,Yes
25/12/2017,237,18,-1.6,33,2,2000,257.35,0,0,0,Winter,Holiday,Yes
25/12/2017,184,19,-1.8,41,2.1,2000,259.85,0,0,0,Winter,Holiday,Yes
25/12/2017,181,20,-2.1,49,1.7,2000,261.75,0,0,0,Winter,Holiday,Yes
25/12/2017,185,21,-1.7,51,1.7,2000,262.65,0,0,0,Winter,Holiday,Yes
25/12/2017,176,22,-1.3,53,1.7,2000,263.55,0,0,0,Winter,Holiday,Yes
25/12/2017,169,23,-1,55,1.9,2000,264.25,0,0,0,Winter,Holiday,Yes
